Participant;SESSION;TRIAL_ORDER;Block;No. of edges;Targets;Crossed;Correct_ans;Response time;TOTAL_SCORE
14;2;47;3;3;mixed;uncrossed;1;8,0855297;0,806
14;2;48;3;5;mixed;uncrossed;1;21,1870474;0,806
14;2;49;3;3;indirect;uncrossed;1;7,6803683;0,806
14;2;50;3;5;mixed;crossed;1;13,2206662;0,806
14;2;51;3;3;mixed;crossed;1;8,798341;0,806
14;2;52;3;4;mixed;crossed;1;17,3061279;0,806
14;2;53;3;4;direct;crossed;1;12,559715;0,806
14;2;54;3;3;direct;uncrossed;1;5,2719988;0,806
15;1;1;1;5;mixed;uncrossed;0;;0,528
15;1;2;1;4;direct;crossed;0;22,5080206;0,528
15;1;3;1;3;mixed;crossed;0;20,9683892;0,528
15;1;4;1;3;indirect;crossed;0;21,4082139;0,528
15;1;5;1;5;direct;crossed;0;;0,528
15;1;6;1;3;indirect;uncrossed;0;12,3762295;0,528
15;1;7;1;3;direct;uncrossed;1;16,117669;0,528
15;1;8;1;4;mixed;uncrossed;0;;0,528
15;1;9;1;3;mixed;uncrossed;0;21,4590023;0,528
15;1;10;1;4;direct;uncrossed;0;;0,528
15;1;11;1;3;direct;crossed;1;22,5432321;0,528
15;1;12;1;4;indirect;uncrossed;1;13,8309804;0,528
15;1;13;1;5;indirect;uncrossed;0;;0,528
15;1;14;1;4;mixed;crossed;0;21,575882;0,528
15;1;15;1;4;indirect;crossed;0;14,7794448;0,528
15;1;16;1;5;mixed;crossed;0;18,5602375;0,528
15;1;17;1;5;direct;uncrossed;1;22,0351166;0,528
15;1;18;2;5;indirect;crossed;0;13,0195207;0,528
15;1;19;2;4;direct;crossed;1;16,4230022;0,528
15;1;20;2;4;indirect;uncrossed;1;19,0349123;0,528
15;1;21;2;4;mixed;crossed;0;21,9835553;0,528
15;1;22;2;5;indirect;uncrossed;0;23,2547154;0,528
15;1;23;2;3;mixed;uncrossed;0;19,5439342;0,528
15;1;24;2;5;mixed;crossed;0;21,1531743;0,528
15;1;25;2;4;direct;uncrossed;1;23,2863432;0,528
15;1;26;2;5;direct;crossed;1;22,8844961;0,528
15;1;27;2;3;indirect;uncrossed;1;8,3231317;0,528
15;1;28;2;4;mixed;uncrossed;1;11,764211;0,528
15;1;29;2;5;direct;uncrossed;1;13,4413453;0,528
15;1;30;2;4;indirect;crossed;1;18,9339301;0,528
15;1;31;2;3;direct;uncrossed;1;10,4566258;0,528
15;1;32;2;5;mixed;uncrossed;1;22,2211338;0,528
15;1;33;2;3;indirect;crossed;0;19,8138522;0,528
15;1;34;2;5;indirect;crossed;0;21,7127617;0,528
15;1;35;2;3;direct;crossed;1;11,695561;0,528
15;1;36;2;3;mixed;crossed;1;17,0352484;0,528
15;1;37;3;4;direct;uncrossed;1;11,0172683;0,528
15;1;38;3;3;mixed;crossed;1;19,5766062;0,528
15;1;39;3;3;mixed;uncrossed;1;22,3060923;0,528
15;1;40;3;3;indirect;uncrossed;1;9,0023634;0,528
15;1;41;3;4;mixed;uncrossed;0;15,2371703;0,528
15;1;42;3;5;indirect;crossed;0;21,7979636;0,528
15;1;43;3;4;direct;crossed;0;15,2572183;0,528
15;1;44;3;5;mixed;uncrossed;1;23,7794518;0,528
15;1;45;3;5;direct;uncrossed;0;23,5267098;0,528
15;1;46;3;3;direct;uncrossed;1;14,9491116;0,528
15;1;47;3;5;direct;crossed;0;22,6637517;0,528
15;1;48;3;4;mixed;crossed;0;14,8473036;0,528
15;1;49;3;4;indirect;crossed;0;20,4251988;0,528
15;1;50;3;5;mixed;crossed;1;20,6107654;0,528
15;1;51;3;4;indirect;uncrossed;0;;0,528
15;1;52;3;5;indirect;uncrossed;0;23,0349331;0,528
15;1;53;3;3;indirect;crossed;1;20,731174;0,528
15;1;54;3;3;direct;crossed;1;10,7292709;0,528
15;2;1;1;4;indirect;crossed;0;12,2725743;0,528
15;2;2;1;5;direct;crossed;0;20,7616746;0,528
15;2;3;1;4;indirect;uncrossed;0;13,5436336;0,528
15;2;4;1;4;mixed;uncrossed;0;22,9849615;0,528
15;2;5;1;3;mixed;uncrossed;1;20,6117498;0,528
15;2;6;1;3;indirect;crossed;1;20,0350786;0,528
15;2;7;1;5;mixed;uncrossed;0;17,8487105;0,528
15;2;8;1;4;direct;crossed;1;23,1197137;0,528
15;2;9;1;3;direct;crossed;1;18,6446706;0,528
15;2;10;1;3;direct;uncrossed;1;12,7807214;0,528
15;2;11;1;3;indirect;uncrossed;1;16,0859241;0,528
15;2;12;1;5;indirect;uncrossed;1;19,2723736;0,528
15;2;13;1;3;mixed;crossed;0;23,3241908;0,528
15;2;14;1;5;direct;uncrossed;1;17,035332;0,528
15;2;15;1;4;direct;uncrossed;1;23,0008191;0,528
15;2;16;1;5;mixed;crossed;0;22,0351039;0,528
15;2;17;1;4;mixed;crossed;0;22,4082957;0,528
15;2;18;2;4;mixed;crossed;0;18,5264033;0,528
15;2;19;2;3;mixed;uncrossed;1;11,5096759;0,528
15;2;20;2;4;mixed;uncrossed;1;23,0009843;0,528
15;2;21;2;4;indirect;uncrossed;1;22,545672;0,528
15;2;22;2;4;direct;crossed;0;23,2543027;0,528
15;2;23;2;5;mixed;uncrossed;0;22,8329575;0,528
15;2;24;2;4;indirect;crossed;0;22,3229884;0,528
15;2;25;2;5;direct;crossed;0;22,6136493;0,528
15;2;26;2;5;mixed;crossed;0;21,6949426;0,528
15;2;27;2;5;indirect;crossed;0;11,5940814;0,528
15;2;28;2;3;indirect;uncrossed;1;10,7135148;0,528
15;2;29;2;3;direct;crossed;1;8,1195113;0,528
15;2;30;2;5;indirect;uncrossed;1;21,0692919;0,528
15;2;31;2;3;mixed;crossed;1;11,6798406;0,528
15;2;32;2;3;direct;uncrossed;1;7,4056005;0,528
15;2;33;2;5;indirect;crossed;1;23,2372514;0,528
15;2;34;2;4;direct;uncrossed;1;18,5264918;0,528
15;2;35;2;5;direct;uncrossed;1;9,2014387;0,528
15;2;36;2;3;indirect;crossed;1;14,6834884;0,528
15;2;37;3;3;mixed;uncrossed;1;9,1876772;0,528
15;2;38;3;3;mixed;crossed;1;22,5945483;0,528
15;2;39;3;3;indirect;crossed;1;12,0185382;0,528
15;2;40;3;4;direct;uncrossed;1;18,8482224;0,528
15;2;41;3;3;direct;uncrossed;0;6,0681341;0,528
15;2;42;3;3;direct;crossed;1;9,6278518;0,528
15;2;43;3;3;indirect;uncrossed;1;9,7486168;0,528
15;2;44;3;5;direct;uncrossed;1;5,9667027;0,528
15;2;45;3;5;indirect;uncrossed;1;23,5264938;0,528
15;2;46;3;4;direct;crossed;0;21,5774637;0,528
15;2;47;3;5;mixed;crossed;0;16,357501;0,528
15;2;48;3;4;mixed;uncrossed;1;15,9382991;0,528
15;2;49;3;4;mixed;crossed;0;19,1023493;0,528
15;2;50;3;5;mixed;uncrossed;0;15,3072155;0,528
15;2;51;3;4;indirect;crossed;1;7,2230252;0,528
15;2;52;3;4;indirect;uncrossed;0;22,2874082;0,528
15;2;53;3;5;indirect;crossed;0;15,3926902;0,528
15;2;54;3;5;direct;crossed;1;12,2201551;0,528
16;1;1;1;5;indirect;uncrossed;1;15,2722405;0,37
16;1;2;1;3;direct;uncrossed;0;13,5945009;0,37
16;1;3;1;3;mixed;uncrossed;0;15,6796757;0,37
16;1;4;1;3;indirect;crossed;1;10,5781731;0,37
16;1;5;1;3;mixed;crossed;0;21,1080507;0,37
16;1;6;1;4;indirect;uncrossed;0;11,7989478;0,37
16;1;7;1;5;direct;uncrossed;0;4,9163876;0,37
16;1;8;1;4;direct;crossed;0;7,6447059;0,37
16;1;9;1;4;direct;uncrossed;1;11,94871;0,37
16;1;10;1;4;mixed;uncrossed;0;20,7298208;0,37
16;1;11;1;5;mixed;uncrossed;0;8,5608216;0,37
16;1;12;1;5;direct;crossed;0;8,42485;0,37
16;1;13;1;4;mixed;crossed;0;15,4402599;0,37
16;1;14;1;3;direct;crossed;0;10,0965756;0,37
16;1;15;1;5;mixed;crossed;0;10,0684378;0,37
16;1;16;1;4;indirect;crossed;0;11,0349096;0,37
16;1;17;1;3;indirect;uncrossed;1;3,6975696;0,37
16;1;18;2;3;mixed;crossed;0;8,7144638;0,37
16;1;19;2;5;mixed;uncrossed;0;7,5603754;0,37
16;1;20;2;4;direct;uncrossed;0;7,3378942;0,37
16;1;21;2;5;indirect;uncrossed;0;8,5428671;0,37
16;1;22;2;5;direct;crossed;0;2,967499;0,37
16;1;23;2;5;indirect;crossed;0;9,3388961;0,37
16;1;24;2;4;direct;crossed;0;13,3398358;0,37
16;1;25;2;4;mixed;uncrossed;0;7,2057028;0,37
16;1;26;2;3;direct;crossed;1;4,5648115;0,37
16;1;27;2;4;indirect;uncrossed;1;6,0174609;0,37
16;1;28;2;3;indirect;uncrossed;1;7,0354179;0,37
16;1;29;2;3;mixed;uncrossed;1;10,7124166;0,37
16;1;30;2;5;direct;uncrossed;0;6,0512845;0,37
16;1;31;2;5;mixed;crossed;0;11,032926;0,37
16;1;32;2;4;mixed;crossed;1;4,7469882;0,37
16;1;33;2;3;indirect;crossed;0;6,4589347;0,37
16;1;34;2;3;direct;uncrossed;0;10,3907438;0,37
16;1;35;2;4;indirect;crossed;0;10,6618855;0,37
16;1;36;2;5;indirect;crossed;0;13,6961562;0,37
16;1;37;3;4;mixed;crossed;0;4,6627312;0,37
16;1;38;3;3;indirect;crossed;0;6,2729682;0,37
16;1;39;3;5;direct;uncrossed;1;3,6958111;0,37
16;1;40;3;4;mixed;uncrossed;0;16,2888268;0,37
16;1;41;3;5;indirect;uncrossed;1;5,4081543;0,37
16;1;42;3;3;mixed;crossed;0;6,4247698;0,37
16;1;43;3;5;direct;crossed;0;10,1876605;0,37
16;1;44;3;4;direct;uncrossed;0;7,8651272;0,37
16;1;45;3;5;indirect;crossed;0;4,7972208;0,37
16;1;46;3;4;direct;crossed;0;3,6122825;0,37
16;1;47;3;3;mixed;uncrossed;0;9,9154015;0,37
16;1;48;3;4;indirect;crossed;1;3,5436118;0,37
16;1;49;3;3;direct;uncrossed;1;3,880202;0,37
16;1;50;3;5;mixed;uncrossed;0;6,5432651;0,37
16;1;51;3;4;indirect;uncrossed;0;4,1541605;0,37
16;1;52;3;5;mixed;crossed;0;4,7786948;0,37
16;1;53;3;3;direct;crossed;0;3,5092862;0,37
16;1;54;3;3;indirect;uncrossed;1;5,626278;0,37
16;2;1;1;4;direct;uncrossed;0;7,6809235;0,37
16;2;2;1;3;mixed;crossed;0;6,8296904;0,37
16;2;3;1;5;mixed;crossed;0;18,5437589;0,37
16;2;4;1;5;direct;crossed;0;10,9328572;0,37
16;2;5;1;5;mixed;uncrossed;0;7,1706788;0,37
16;2;6;1;4;mixed;uncrossed;0;9,0160339;0,37
16;2;7;1;3;indirect;uncrossed;1;6,1702413;0,37
16;2;8;1;3;direct;crossed;1;5,3226249;0,37
16;2;9;1;5;indirect;uncrossed;0;13,7461234;0,37
16;2;10;1;3;direct;uncrossed;1;10,2039408;0,37
16;2;11;1;4;direct;crossed;0;9,2726554;0,37
16;2;12;1;4;indirect;crossed;1;9,9500665;0,37
16;2;13;1;3;indirect;crossed;0;8,45864;0,37
16;2;14;1;4;indirect;uncrossed;0;4,8481549;0,37
16;2;15;1;5;direct;uncrossed;1;4,1018869;0,37
16;2;16;1;4;mixed;crossed;1;9,3061061;0,37
16;2;17;1;3;mixed;uncrossed;0;18,6104549;0,37
16;2;18;2;4;indirect;uncrossed;0;4,4070558;0,37
16;2;19;2;5;indirect;crossed;0;17,3226255;0,37
16;2;20;2;3;direct;uncrossed;1;5,6282662;0,37
16;2;21;2;4;indirect;crossed;1;5,9327036;0,37
16;2;22;2;4;direct;crossed;0;11,39092;0,37
16;2;23;2;5;direct;crossed;0;5,2377879;0,37
16;2;24;2;5;indirect;crossed;0;20,1364395;0,37
16;2;25;2;3;indirect;crossed;0;8,6449059;0,37
16;2;26;2;3;mixed;crossed;1;6,6451782;0,37
16;2;27;2;4;direct;uncrossed;1;9,0005414;0,37
16;2;28;2;3;mixed;uncrossed;1;9,3391212;0,37
16;2;29;2;3;direct;crossed;1;5,0515486;0,37
16;2;30;2;4;mixed;crossed;1;8,1871103;0,37
16;2;31;2;4;mixed;uncrossed;1;8,678244;0,37
16;2;32;2;5;mixed;uncrossed;1;11,2888423;0,37
16;2;33;2;5;direct;uncrossed;1;3,8321262;0,37
16;2;34;2;5;indirect;uncrossed;1;4,2547441;0,37
16;2;35;2;5;mixed;crossed;0;6,6442994;0,37
16;2;36;2;3;indirect;uncrossed;1;4,5776512;0,37
16;2;37;3;4;indirect;uncrossed;1;4,7488312;0,37
16;2;38;3;4;indirect;crossed;0;5,6429752;0,37
16;2;39;3;4;mixed;crossed;1;8,864895;0,37
16;2;40;3;4;direct;uncrossed;0;7,5937518;0,37
16;2;41;3;3;indirect;crossed;1;5,5946106;0,37
16;2;42;3;3;direct;uncrossed;0;8,9836413;0,37
16;2;43;3;5;direct;crossed;0;20,9835553;0,37
16;2;44;3;3;direct;crossed;1;6,0008358;0,37
16;2;45;3;5;direct;uncrossed;1;4,1192084;0,37
16;2;46;3;5;indirect;crossed;0;5,6769505;0,37
16;2;47;3;4;direct;crossed;0;6,6092022;0,37
16;2;48;3;4;mixed;uncrossed;0;6,1868464;0,37
16;2;49;3;3;mixed;uncrossed;1;18,8987109;0,37
16;2;50;3;5;mixed;uncrossed;0;5,9166608;0,37
16;2;51;3;5;mixed;crossed;1;13,2717148;0,37
16;2;52;3;3;indirect;uncrossed;0;7,7627323;0,37
16;2;53;3;5;indirect;uncrossed;0;7,8478387;0,37
16;2;54;3;3;mixed;crossed;1;8,3564453;0,37
17;1;1;1;3;indirect;crossed;0;7,1021547;0,713
17;1;2;1;3;mixed;crossed;0;11,4246675;0,713
17;1;3;1;3;direct;uncrossed;0;6,6275416;0,713
17;1;4;1;4;indirect;uncrossed;0;11,4243028;0,713
17;1;5;1;5;direct;uncrossed;1;7,6953297;0,713
17;1;6;1;4;mixed;uncrossed;1;13,407179;0,713
17;1;7;1;3;mixed;uncrossed;1;6,6274486;0,713
17;1;8;1;5;mixed;uncrossed;1;10,9666792;0,713
17;1;9;1;5;indirect;uncrossed;1;10,1362336;0,713
17;1;10;1;4;indirect;crossed;1;11,4752846;0,713
17;1;11;1;5;mixed;crossed;1;17,7143287;0,713
17;1;12;1;4;direct;uncrossed;1;6,1512956;0,713
17;1;13;1;3;direct;crossed;0;7,1531733;0,713
17;1;14;1;3;indirect;uncrossed;1;17,5940948;0,713
17;1;15;1;5;direct;crossed;0;6,22236;0,713
17;1;16;1;4;mixed;crossed;1;12,0672348;0,713
17;1;17;1;4;direct;crossed;1;11,983796;0,713
17;1;18;2;5;direct;crossed;0;21,051468;0,713
17;1;19;2;4;indirect;crossed;0;9,5094668;0,713
17;1;20;2;3;mixed;crossed;1;13,4922647;0,713
17;1;21;2;5;indirect;crossed;0;12,2383257;0,713
17;1;22;2;5;mixed;uncrossed;1;8,3904721;0,713
17;1;23;2;5;mixed;crossed;1;9,9665994;0,713
17;1;24;2;3;direct;crossed;1;11,7292848;0,713
17;1;25;2;4;mixed;crossed;1;9,5259328;0,713
17;1;26;2;3;indirect;crossed;1;10,289863;0,713
17;1;27;2;3;mixed;uncrossed;1;6,2040448;0,713
17;1;28;2;4;mixed;uncrossed;0;7,4241762;0,713
17;1;29;2;4;direct;crossed;0;8,7973507;0,713
17;1;30;2;5;indirect;uncrossed;1;6,7136065;0,713
17;1;31;2;4;direct;uncrossed;1;13,0335376;0,713
17;1;32;2;5;direct;uncrossed;1;5,3907396;0,713
17;1;33;2;3;direct;uncrossed;1;7,3903573;0,713
17;1;34;2;3;indirect;uncrossed;1;5,7123583;0,713
17;1;35;2;4;indirect;uncrossed;1;4,610853;0,713
17;1;36;2;5;indirect;crossed;0;20,9333338;0,713
17;1;37;3;4;indirect;uncrossed;0;6,9668014;0,713
17;1;38;3;5;indirect;crossed;0;20,7300215;0,713
17;1;39;3;4;mixed;crossed;0;5,1358577;0,713
17;1;40;3;3;indirect;crossed;0;6,8313045;0,713
17;1;41;3;5;direct;uncrossed;1;7,0524275;0,713
17;1;42;3;4;indirect;crossed;0;12,202674;0,713
17;1;43;3;5;direct;crossed;0;8,3567967;0,713
17;1;44;3;3;mixed;uncrossed;1;6,7123631;0,713
17;1;45;3;5;mixed;uncrossed;1;11,7972577;0,713
17;1;46;3;5;indirect;uncrossed;0;9,1535938;0,713
17;1;47;3;3;mixed;crossed;1;7,9836465;0,713
17;1;48;3;4;direct;uncrossed;1;8,0344493;0,713
17;1;49;3;4;direct;crossed;1;9,7461832;0,713
17;1;50;3;3;indirect;uncrossed;1;4,8817831;0,713
17;1;51;3;3;direct;crossed;0;6,8500123;0,713
17;1;52;3;4;mixed;uncrossed;1;9,4559578;0,713
17;1;53;3;3;direct;uncrossed;1;7,4901602;0,713
17;1;54;3;5;mixed;crossed;0;8,373611;0,713
17;2;1;1;4;indirect;crossed;0;3,0690295;0,713
17;2;2;1;4;mixed;crossed;0;9,610945;0,713
17;2;3;1;5;direct;uncrossed;1;16,6644014;0,713
17;2;4;1;3;direct;uncrossed;1;4,8323752;0,713
17;2;5;1;5;indirect;uncrossed;1;5,2720482;0,713
17;2;6;1;5;direct;crossed;1;11,6114043;0,713
17;2;7;1;5;mixed;crossed;1;10,3563194;0,713
17;2;8;1;3;mixed;crossed;1;12,2566583;0,713
17;2;9;1;4;direct;uncrossed;1;4,5606111;0,713
17;2;10;1;3;mixed;uncrossed;1;4,1703846;0,713
17;2;11;1;4;mixed;uncrossed;1;6,0177113;0,713
17;2;12;1;5;mixed;uncrossed;1;7,5578254;0,713
17;2;13;1;3;indirect;crossed;1;8,6463932;0,713
17;2;14;1;4;indirect;uncrossed;1;9,7632883;0,713
17;2;15;1;3;indirect;uncrossed;1;3,4566656;0,713
17;2;16;1;3;direct;crossed;1;6,8988909;0,713
17;2;17;1;4;direct;crossed;1;7,4761331;0,713
17;2;18;2;5;direct;uncrossed;1;6,6110044;0,713
17;2;19;2;3;indirect;crossed;1;7,0685997;0,713
17;2;20;2;4;mixed;uncrossed;1;8,6283231;0,713
17;2;21;2;3;mixed;uncrossed;1;7,6446793;0,713
17;2;22;2;5;direct;crossed;0;12,9662064;0,713
17;2;23;2;5;mixed;uncrossed;1;11,1534915;0,713
17;2;24;2;4;indirect;uncrossed;1;9,5614908;0,713
17;2;25;2;5;indirect;uncrossed;1;13,5615069;0,713
17;2;26;2;3;direct;uncrossed;1;4,5254705;0,713
17;2;27;2;5;mixed;crossed;0;7,1022753;0,713
17;2;28;2;5;indirect;crossed;0;15,0026629;0,713
17;2;29;2;4;indirect;crossed;1;12,4948543;0,713
17;2;30;2;4;direct;crossed;0;7,9158375;0,713
17;2;31;2;3;mixed;crossed;1;11,8492837;0,713
17;2;32;2;4;direct;uncrossed;1;8,9643453;0,713
17;2;33;2;3;direct;crossed;1;6,4414687;0,713
17;2;34;2;5;indirect;crossed;1;14,4414925;0,713
17;2;35;2;3;indirect;uncrossed;0;5,37387;0,713
17;2;36;2;4;mixed;crossed;1;22,5091736;0,713
17;2;37;3;4;mixed;crossed;0;10,1024401;0,713
17;2;38;3;4;mixed;uncrossed;1;6,0856894;0,713
17;2;39;3;3;indirect;crossed;1;10,204309;0,713
17;2;40;3;3;direct;crossed;1;4,8309743;0,713
17;2;41;3;4;direct;uncrossed;1;6,4074465;0,713
17;2;42;3;5;mixed;crossed;1;16,2717394;0,713
17;2;43;3;3;mixed;uncrossed;1;11,3398516;0,713
17;2;44;3;3;direct;uncrossed;1;3,8313264;0,713
17;2;45;3;3;mixed;crossed;1;7,3909449;0,713
17;2;46;3;4;indirect;crossed;1;9,3230566;0,713
17;2;47;3;5;indirect;crossed;1;15,8313127;0,713
17;2;48;3;5;direct;crossed;1;10,1010181;0,713
17;2;49;3;5;mixed;uncrossed;0;16,0014496;0,713
17;2;50;3;5;direct;uncrossed;1;10,3229075;0,713
17;2;51;3;5;indirect;uncrossed;1;8,4419678;0,713
17;2;52;3;4;indirect;uncrossed;1;4,3908455;0,713
17;2;53;3;4;direct;crossed;0;6,9159607;0,713
17;2;54;3;3;indirect;uncrossed;1;7,0531992;0,713
18;1;1;1;3;direct;uncrossed;1;7,8825235;0,88
18;1;2;1;5;direct;crossed;1;21,342347;0,88
18;1;3;1;3;mixed;crossed;1;14,1451849;0,88
18;1;4;1;4;mixed;uncrossed;0;;0,88
18;1;5;1;4;direct;uncrossed;1;17,4095943;0,88
18;1;6;1;3;direct;crossed;1;10,5699943;0,88
18;1;7;1;4;indirect;uncrossed;1;16,3229757;0,88
18;1;8;1;4;indirect;crossed;1;13,7293596;0,88
18;1;9;1;5;indirect;uncrossed;0;23,2823275;0,88
18;1;10;1;3;indirect;uncrossed;1;10,3927872;0,88
18;1;11;1;3;mixed;uncrossed;1;8,5262017;0,88
18;1;12;1;4;direct;crossed;1;21,8484818;0,88
18;1;13;1;5;mixed;crossed;1;10,3205094;0,88
18;1;14;1;5;mixed;uncrossed;1;7,7661047;0,88
18;1;15;1;3;indirect;crossed;1;8,255315;0,88
18;1;16;1;4;mixed;crossed;0;;0,88
18;1;17;1;5;direct;uncrossed;1;14,4243555;0,88
18;1;18;2;3;direct;crossed;1;12,6227748;0,88
18;1;19;2;5;mixed;uncrossed;1;14,7466068;0,88
18;1;20;2;3;indirect;crossed;1;7,6090714;0,88
18;1;21;2;5;indirect;crossed;0;23,3894915;0,88
18;1;22;2;3;mixed;uncrossed;1;6,900372;0,88
18;1;23;2;5;indirect;uncrossed;0;17,170479;0,88
18;1;24;2;3;direct;uncrossed;1;18,6277903;0,88
18;1;25;2;4;mixed;uncrossed;1;23,5538229;0,88
18;1;26;2;5;mixed;crossed;1;14,0682554;0,88
18;1;27;2;5;direct;uncrossed;1;9,8479045;0,88
18;1;28;2;4;direct;uncrossed;1;10,966856;0,88
18;1;29;2;4;indirect;uncrossed;1;8,5773231;0,88
18;1;30;2;5;direct;crossed;1;18,6788905;0,88
18;1;31;2;3;indirect;uncrossed;1;9,4094927;0,88
18;1;32;2;4;indirect;crossed;1;22,6107603;0,88
18;1;33;2;4;direct;crossed;1;17,3401764;0,88
18;1;34;2;3;mixed;crossed;1;9,4760642;0,88
18;1;35;2;5;indirect;crossed;1;22,2385117;0,88
18;1;36;2;4;mixed;crossed;1;19,5270099;0,88
18;1;37;3;3;indirect;uncrossed;1;13,6798011;0,88
18;1;38;3;4;direct;crossed;1;18,0863585;0,88
18;1;39;3;4;indirect;uncrossed;1;15,001246;0,88
18;1;40;3;5;indirect;uncrossed;1;20,3040637;0,88
18;1;41;3;3;mixed;uncrossed;1;14,7698139;0,88
18;1;42;3;5;mixed;uncrossed;1;17,9841964;0,88
18;1;43;3;3;mixed;crossed;1;21,7298067;0,88
18;1;44;3;5;mixed;crossed;1;12,6254913;0,88
18;1;45;3;3;indirect;crossed;1;11,5782933;0,88
18;1;46;3;3;direct;uncrossed;1;8,6125329;0,88
18;1;47;3;4;indirect;crossed;1;18,0360482;0,88
18;1;48;3;4;mixed;crossed;1;10,4375398;0,88
18;1;49;3;5;direct;crossed;1;21,289418;0,88
18;1;50;3;5;indirect;crossed;1;23,187763;0,88
18;1;51;3;5;direct;uncrossed;1;13,7957105;0,88
18;1;52;3;4;mixed;uncrossed;1;14,729826;0,88
18;1;53;3;4;direct;uncrossed;1;7,4411864;0,88
18;1;54;3;3;direct;crossed;1;10,1382064;0,88
18;2;1;1;3;indirect;crossed;0;4,1197075;0,88
18;2;2;1;4;indirect;crossed;1;16,7464047;0,88
18;2;3;1;4;direct;crossed;1;10,8479821;0,88
18;2;4;1;3;mixed;uncrossed;1;7,1031399;0,88
18;2;5;1;4;indirect;uncrossed;1;5,913886;0,88
18;2;6;1;3;direct;uncrossed;1;6,7153235;0,88
18;2;7;1;5;indirect;uncrossed;1;16,730599;0,88
18;2;8;1;5;mixed;uncrossed;1;13,4412909;0,88
18;2;9;1;5;mixed;crossed;0;;0,88
18;2;10;1;3;direct;crossed;1;9,1703213;0,88
18;2;11;1;4;direct;uncrossed;1;17,8992901;0,88
18;2;12;1;4;mixed;uncrossed;1;15,5940583;0,88
18;2;13;1;3;indirect;uncrossed;1;6,8466341;0,88
18;2;14;1;3;mixed;crossed;1;9,7814735;0,88
18;2;15;1;5;direct;uncrossed;1;9,5939573;0,88
18;2;16;1;4;mixed;crossed;1;16,0518122;0,88
18;2;17;1;5;direct;crossed;1;21,5440966;0,88
18;2;18;2;5;indirect;crossed;0;15,1874066;0,88
18;2;19;2;3;mixed;crossed;1;11,3404072;0,88
18;2;20;2;4;mixed;uncrossed;1;19,1371898;0,88
18;2;21;2;4;mixed;crossed;1;15,5097432;0,88
18;2;22;2;3;direct;uncrossed;1;6,5278281;0,88
18;2;23;2;5;mixed;uncrossed;1;13,2376431;0,88
18;2;24;2;5;mixed;crossed;1;16,2042574;0,88
18;2;25;2;3;mixed;uncrossed;1;9,1873841;0,88
18;2;26;2;5;direct;uncrossed;0;10,2879118;0,88
18;2;27;2;4;direct;uncrossed;1;10,0347218;0,88
18;2;28;2;4;indirect;crossed;1;10,0685954;0,88
18;2;29;2;5;indirect;crossed;1;22,1715089;0,88
18;2;30;2;4;indirect;uncrossed;1;6,4072088;0,88
18;2;31;2;3;indirect;crossed;1;14,3917085;0,88
18;2;32;2;3;indirect;uncrossed;1;4,271095;0,88
18;2;33;2;5;indirect;uncrossed;0;17,7484566;0,88
18;2;34;2;3;direct;crossed;1;6,8994168;0,88
18;2;35;2;4;direct;crossed;1;13,187302;0,88
18;2;36;2;5;direct;crossed;1;15,6612881;0,88
18;2;37;3;5;direct;crossed;1;15,459692;0,88
18;2;38;3;3;mixed;crossed;1;7,7640146;0,88
18;2;39;3;4;direct;crossed;1;7,3064274;0,88
18;2;40;3;4;mixed;uncrossed;1;7,9969507;0,88
18;2;41;3;5;indirect;crossed;1;19,4759537;0,88
18;2;42;3;5;mixed;crossed;1;10,6128235;0,88
18;2;43;3;5;indirect;uncrossed;1;8,576346;0,88
18;2;44;3;3;direct;crossed;0;4,5599012;0,88
18;2;45;3;3;direct;uncrossed;1;4,0042918;0,88
18;2;46;3;4;indirect;uncrossed;1;6,7807734;0,88
18;2;47;3;5;mixed;uncrossed;0;9,8654644;0,88
18;2;48;3;4;direct;uncrossed;1;6,6934648;0,88
18;2;49;3;3;indirect;crossed;1;5,950274;0,88
18;2;50;3;3;indirect;uncrossed;1;4,0864613;0,88
18;2;51;3;3;mixed;uncrossed;1;4,5598066;0,88
18;2;52;3;5;direct;uncrossed;0;5,7470301;0,88
18;2;53;3;4;indirect;crossed;1;16,339691;0,88
18;2;54;3;4;mixed;crossed;1;19,0180307;0,88
19;1;1;1;5;indirect;uncrossed;1;8,000797;0,648
19;1;2;1;4;indirect;uncrossed;1;13,7807697;0,648
19;1;3;1;3;indirect;crossed;1;11,2553127;0,648
19;1;4;1;5;direct;crossed;0;10,7975867;0,648
19;1;5;1;4;indirect;crossed;0;22,5091726;0,648
19;1;6;1;5;direct;uncrossed;1;10,0519402;0,648
19;1;7;1;3;indirect;uncrossed;1;5,7979498;0,648
19;1;8;1;4;mixed;crossed;1;9,7800834;0,648
19;1;9;1;3;mixed;crossed;0;8,492719;0,648
19;1;10;1;5;mixed;uncrossed;0;8,7123995;0,648
19;1;11;1;4;direct;uncrossed;1;14,3932189;0,648
19;1;12;1;5;mixed;crossed;0;21,3556172;0,648
19;1;13;1;3;mixed;uncrossed;1;14,9839934;0,648
19;1;14;1;3;direct;crossed;1;15,7134906;0,648
19;1;15;1;3;direct;uncrossed;1;14,1371797;0,648
19;1;16;1;4;direct;crossed;0;19,9367655;0,648
19;1;17;1;4;mixed;uncrossed;0;12,2554144;0,648
