Participant;SESSION;TRIAL_ORDER;Block;No. of edges;Targets;Crossed;Correct_ans;Response time;TOTAL_SCORE
36;1;4;1;4;direct;crossed;0;15,6958749;0,361
36;1;5;1;4;direct;uncrossed;1;11,0199137;0,361
36;1;6;1;3;indirect;uncrossed;1;14,6800795;0,361
36;1;7;1;5;direct;uncrossed;1;7,813132;0,361
36;1;8;1;3;mixed;crossed;0;12,7296678;0,361
36;1;9;1;3;direct;uncrossed;1;8,4419824;0,361
36;1;10;1;4;mixed;crossed;0;15,356593;0,361
36;1;11;1;5;direct;crossed;0;10,1529382;0,361
36;1;12;1;4;indirect;crossed;0;16,2834048;0,361
36;1;13;1;3;mixed;uncrossed;1;8,9686914;0,361
36;1;14;1;3;direct;crossed;0;17,7660119;0,361
36;1;15;1;5;mixed;crossed;0;18,4744431;0,361
36;1;16;1;3;indirect;crossed;0;12,6172227;0,361
36;1;17;1;4;indirect;uncrossed;1;11,5603078;0,361
36;1;18;2;3;mixed;crossed;0;16,2044373;0,361
36;1;19;2;4;direct;uncrossed;1;17,0737678;0,361
36;1;20;2;5;direct;crossed;0;19,4587692;0,361
36;1;21;2;5;mixed;uncrossed;0;19,4573183;0,361
36;1;22;2;3;indirect;uncrossed;0;8,5613321;0,361
36;1;23;2;5;direct;uncrossed;1;21,1386059;0,361
36;1;24;2;5;mixed;crossed;0;12,2026288;0,361
36;1;25;2;4;mixed;uncrossed;1;16,3059929;0,361
36;1;26;2;4;direct;crossed;0;19,5795361;0,361
36;1;27;2;5;indirect;uncrossed;0;8,9325378;0,361
36;1;28;2;3;direct;crossed;1;11,3910327;0,361
36;1;29;2;3;direct;uncrossed;0;7,2062971;0,361
36;1;30;2;4;mixed;crossed;0;20,1698164;0,361
36;1;31;2;3;mixed;uncrossed;1;9,0542511;0,361
36;1;32;2;4;indirect;uncrossed;0;12,6772152;0,361
36;1;33;2;5;indirect;crossed;0;17,2121617;0,361
36;1;34;2;5;indirect;crossed;0;14,5924185;0,361
36;1;35;2;4;indirect;crossed;0;9,5415987;0,361
36;1;36;2;3;indirect;crossed;0;9,2215307;0,361
36;1;37;3;3;indirect;uncrossed;0;13,1968874;0,361
36;1;38;3;3;mixed;uncrossed;0;17,0000196;0,361
36;1;39;3;3;direct;crossed;1;7,8655095;0,361
36;1;40;3;3;indirect;crossed;1;14,1879161;0,361
36;1;41;3;3;mixed;crossed;0;6,6791405;0,361
36;1;42;3;5;direct;uncrossed;0;9,0008778;0,361
36;1;43;3;5;indirect;uncrossed;0;10,6958304;0,361
36;1;44;3;3;direct;uncrossed;1;6,8651993;0,361
36;1;45;3;5;indirect;crossed;0;11,1371236;0,361
36;1;46;3;5;direct;crossed;0;8,1869822;0,361
36;1;47;3;5;mixed;uncrossed;0;7,0728662;0,361
36;1;48;3;4;indirect;crossed;1;6,1535973;0,361
36;1;49;3;4;indirect;uncrossed;1;7,663974;0,361
36;1;50;3;4;direct;crossed;0;7,4233676;0,361
36;1;51;3;4;mixed;uncrossed;0;5,5770798;0,361
36;1;52;3;4;mixed;crossed;1;14,0878291;0,361
36;1;53;3;4;direct;uncrossed;1;15,045615;0,361
36;1;54;3;5;mixed;crossed;0;10,3044759;0,361
36;2;1;1;5;indirect;uncrossed;0;8,6422735;0,361
36;2;2;1;4;indirect;crossed;0;9,3653788;0,361
36;2;3;1;5;mixed;crossed;0;10,1369767;0,361
36;2;4;1;3;direct;crossed;0;9,6955783;0,361
36;2;5;1;3;direct;uncrossed;1;11,0179501;0,361
36;2;6;1;5;direct;crossed;0;11,6279041;0,361
36;2;7;1;3;mixed;uncrossed;1;9,0139088;0,361
36;2;8;1;4;direct;uncrossed;1;13,0513434;0,361
36;2;9;1;4;indirect;uncrossed;0;15,9332453;0,361
36;2;10;1;5;mixed;uncrossed;0;5,8822342;0,361
36;2;11;1;3;mixed;crossed;1;11,9847641;0,361
36;2;12;1;4;mixed;crossed;0;10,175486;0,361
36;2;13;1;4;mixed;uncrossed;1;21,2375319;0,361
36;2;14;1;4;direct;crossed;0;11,660603;0,361
36;2;15;1;5;direct;uncrossed;0;9,5093016;0,361
36;2;16;1;3;indirect;uncrossed;1;14,0783396;0,361
36;2;17;1;3;indirect;crossed;0;10,7780305;0,361
36;2;18;2;5;mixed;crossed;0;11,8656429;0,361
36;2;19;2;5;direct;crossed;0;8,8305438;0,361
36;2;20;2;4;mixed;crossed;0;12,78067;0,361
36;2;21;2;3;mixed;uncrossed;1;8,7476212;0,361
36;2;22;2;3;direct;crossed;0;10,6791644;0,361
36;2;23;2;4;direct;crossed;0;10,7641313;0,361
36;2;24;2;3;mixed;crossed;0;12,0519733;0,361
36;2;25;2;4;mixed;uncrossed;0;11,5464831;0,361
36;2;26;2;3;direct;uncrossed;1;12,1293882;0,361
36;2;27;2;4;indirect;crossed;0;5,2383183;0,361
36;2;28;2;5;indirect;uncrossed;0;6,6106657;0,361
36;2;29;2;5;direct;uncrossed;1;7,5334838;0,361
36;2;30;2;3;indirect;crossed;0;7,6608878;0,361
36;2;31;2;5;indirect;crossed;0;11,8308257;0,361
36;2;32;2;4;indirect;uncrossed;0;19,4243462;0,361
36;2;33;2;3;indirect;uncrossed;1;9,7873787;0,361
36;2;34;2;5;mixed;uncrossed;0;7,9841005;0,361
36;2;35;2;5;indirect;crossed;0;17,6760968;0,361
36;2;36;2;4;direct;uncrossed;1;14,5941263;0,361
36;2;37;3;4;direct;uncrossed;1;9,7805542;0,361
36;2;38;3;5;mixed;crossed;1;15,9623233;0,361
36;2;39;3;3;mixed;crossed;1;15,255214;0,361
36;2;40;3;5;mixed;uncrossed;1;7,0003865;0,361
36;2;41;3;3;mixed;uncrossed;1;11,6957852;0,361
36;2;42;3;4;mixed;crossed;0;9,4171298;0,361
36;2;43;3;5;direct;uncrossed;1;7,9157185;0,361
36;2;44;3;4;direct;crossed;0;11,3384108;0,361
36;2;45;3;5;indirect;uncrossed;1;14,4755087;0,361
36;2;46;3;3;indirect;uncrossed;0;9,3915069;0,361
36;2;47;3;4;indirect;crossed;0;9,6781692;0,361
36;2;48;3;3;direct;uncrossed;1;9,7127613;0,361
36;2;49;3;5;direct;crossed;0;7,7799426;0,361
36;2;50;3;3;indirect;crossed;0;13,7138165;0,361
36;2;51;3;4;mixed;uncrossed;0;13,5917838;0,361
36;2;52;3;3;direct;crossed;1;6,8543278;0,361
36;2;53;3;5;indirect;crossed;0;4,1698866;0,361
36;2;54;3;4;indirect;uncrossed;1;10,7979161;0,361
37;1;1;1;3;indirect;uncrossed;1;15,4405118;0,648
37;1;2;1;5;indirect;uncrossed;1;17,7299504;0,648
37;1;3;1;4;mixed;crossed;0;19,7978583;0,648
37;1;4;1;5;mixed;crossed;0;;0,648
37;1;5;1;5;mixed;uncrossed;1;10,2213803;0,648
37;1;6;1;4;mixed;uncrossed;0;10,9498506;0,648
37;1;7;1;3;indirect;crossed;0;17,1375381;0,648
37;1;8;1;4;indirect;crossed;0;16,3737507;0,648
37;1;9;1;5;direct;crossed;0;22,7804888;0,648
37;1;10;1;5;direct;uncrossed;1;9,6281386;0,648
37;1;11;1;3;mixed;crossed;0;22,5266115;0,648
37;1;12;1;4;indirect;uncrossed;1;22,9821334;0,648
37;1;13;1;4;direct;crossed;0;13,8308999;0,648
37;1;14;1;4;direct;uncrossed;1;18,7310341;0,648
37;1;15;1;3;mixed;uncrossed;0;17,5418923;0,648
37;1;16;1;3;direct;uncrossed;1;11,6278044;0,648
37;1;17;1;3;direct;crossed;1;23,1045065;0,648
37;1;18;2;4;direct;uncrossed;1;11,7954655;0,648
37;1;19;2;4;mixed;uncrossed;0;19,5437219;0,648
37;1;20;2;5;direct;crossed;0;16,4922538;0,648
37;1;21;2;5;mixed;crossed;0;22,3759415;0,648
37;1;22;2;4;direct;crossed;0;16,9830172;0,648
37;1;23;2;5;indirect;crossed;1;23,034876;0,648
37;1;24;2;5;indirect;uncrossed;1;23,5259602;0,648
37;1;25;2;5;indirect;crossed;0;;0,648
37;1;26;2;5;direct;uncrossed;1;9,1191208;0,648
37;1;27;2;3;direct;crossed;1;12,6786077;0,648
37;1;28;2;4;mixed;crossed;0;16,2025477;0,648
37;1;29;2;4;indirect;uncrossed;1;15,0347432;0,648
37;1;30;2;3;mixed;crossed;0;17,1875479;0,648
37;1;31;2;3;indirect;uncrossed;1;9,1536562;0,648
37;1;32;2;3;indirect;crossed;1;19,5605196;0,648
37;1;33;2;3;mixed;uncrossed;1;14,4758394;0,648
37;1;34;2;3;direct;uncrossed;1;9,5927283;0,648
37;1;35;2;5;mixed;uncrossed;1;22,0177903;0,648
37;1;36;2;4;indirect;crossed;1;22,9334509;0,648
37;1;37;3;4;mixed;uncrossed;0;20,0180106;0,648
37;1;38;3;5;indirect;uncrossed;1;16,696058;0,648
37;1;39;3;5;mixed;uncrossed;1;11,8333476;0,648
37;1;40;3;5;direct;crossed;0;18,5081878;0,648
37;1;41;3;3;mixed;crossed;1;13,6451056;0,648
37;1;42;3;5;indirect;crossed;1;22,7804782;0,648
37;1;43;3;3;direct;uncrossed;1;12,1202779;0,648
37;1;44;3;3;indirect;uncrossed;1;14,2048555;0,648
37;1;45;3;4;mixed;crossed;1;19,7804311;0,648
37;1;46;3;4;indirect;crossed;1;16,0688059;0,648
37;1;47;3;5;mixed;crossed;0;20,9690252;0,648
37;1;48;3;4;direct;uncrossed;1;18,2537439;0,648
37;1;49;3;5;direct;uncrossed;1;14,3545746;0,648
37;1;50;3;3;mixed;uncrossed;1;9,747132;0,648
37;1;51;3;3;direct;crossed;1;13,3564947;0,648
37;1;52;3;4;indirect;uncrossed;1;11,1362761;0,648
37;1;53;3;4;direct;crossed;1;15,5413448;0,648
37;1;54;3;3;indirect;crossed;0;;0,648
37;2;1;1;3;direct;crossed;1;7,4416347;0,648
37;2;2;1;4;direct;uncrossed;0;9,2549785;0,648
37;2;3;1;4;direct;crossed;0;23,8991696;0,648
37;2;4;1;3;direct;uncrossed;1;11,2910199;0,648
37;2;5;1;4;indirect;crossed;1;11,8482569;0,648
37;2;6;1;5;mixed;crossed;1;13,3729602;0,648
37;2;7;1;5;direct;uncrossed;1;11,6272114;0,648
37;2;8;1;5;indirect;uncrossed;0;21,9501954;0,648
37;2;9;1;5;direct;crossed;1;19,2720089;0,648
37;2;10;1;3;indirect;uncrossed;1;6,0185948;0,648
37;2;11;1;3;mixed;uncrossed;1;8,3397677;0,648
37;2;12;1;4;mixed;crossed;1;20,6787594;0,648
37;2;13;1;3;mixed;crossed;1;10,3402167;0,648
37;2;14;1;3;indirect;crossed;1;15,4234874;0,648
37;2;15;1;4;mixed;uncrossed;0;13,4075019;0,648
37;2;16;1;4;indirect;uncrossed;1;7,9331282;0,648
37;2;17;1;5;mixed;uncrossed;1;8,1038179;0,648
37;2;18;2;3;mixed;crossed;1;15,9002481;0,648
37;2;19;2;4;indirect;crossed;1;20,5936482;0,648
37;2;20;2;3;direct;uncrossed;1;5,8501581;0,648
37;2;21;2;4;direct;crossed;0;;0,648
37;2;22;2;4;indirect;uncrossed;1;5,4587901;0,648
37;2;23;2;3;mixed;uncrossed;0;5,8846915;0,648
37;2;24;2;4;mixed;crossed;1;15,4061463;0,648
37;2;25;2;5;indirect;uncrossed;0;15,7634847;0,648
37;2;26;2;4;direct;uncrossed;1;15,6445069;0,648
37;2;27;2;5;direct;uncrossed;1;7,4582414;0,648
37;2;28;2;5;indirect;crossed;0;16,6953933;0,648
37;2;29;2;5;mixed;uncrossed;1;12,7294026;0,648
37;2;30;2;3;indirect;crossed;0;5,7318221;0,648
37;2;31;2;4;mixed;uncrossed;1;7,2878012;0,648
37;2;32;2;3;direct;crossed;1;9,5600086;0,648
37;2;33;2;3;indirect;uncrossed;1;8,5767551;0,648
37;2;34;2;5;direct;crossed;1;16,4921102;0,648
37;2;35;2;5;indirect;crossed;0;21,6286081;0,648
37;2;36;2;5;mixed;crossed;1;16,5260169;0,648
37;2;37;3;5;mixed;crossed;0;10,7803678;0,648
37;2;38;3;4;indirect;uncrossed;0;6,7128995;0,648
37;2;39;3;5;indirect;crossed;0;13,6936014;0,648
37;2;40;3;5;indirect;uncrossed;1;15,0007739;0,648
37;2;41;3;3;direct;crossed;1;6,9506399;0,648
37;2;42;3;3;mixed;uncrossed;1;8,0831593;0,648
37;2;43;3;5;mixed;uncrossed;0;11,3396247;0,648
37;2;44;3;4;mixed;uncrossed;1;16,4072303;0,648
37;2;45;3;4;direct;uncrossed;1;12,1010649;0,648
37;2;46;3;3;direct;uncrossed;1;8,4242484;0,648
37;2;47;3;3;mixed;crossed;0;7,0698541;0,648
37;2;48;3;4;direct;crossed;0;12,6790076;0,648
37;2;49;3;5;direct;crossed;0;18,017639;0,648
37;2;50;3;3;indirect;uncrossed;1;7,8828981;0,648
37;2;51;3;4;indirect;crossed;0;;0,648
37;2;52;3;4;mixed;crossed;1;10,186948;0,648
37;2;53;3;3;indirect;crossed;1;11,4088569;0,648
37;2;54;3;5;direct;uncrossed;1;7,6453687;0,648
38;1;1;1;4;indirect;crossed;0;;0,759
38;1;2;1;4;direct;crossed;1;11,5090996;0,759
38;1;3;1;3;direct;crossed;1;14,5602532;0,759
38;1;4;1;3;direct;uncrossed;1;11,6812373;0,759
38;1;5;1;3;indirect;crossed;1;17,473918;0,759
38;1;6;1;5;mixed;crossed;1;18,1193859;0,759
38;1;7;1;3;mixed;uncrossed;1;12,5431307;0,759
38;1;8;1;5;indirect;uncrossed;1;22,475368;0,759
38;1;9;1;3;mixed;crossed;1;20,118326;0,759
38;1;10;1;4;direct;uncrossed;1;7,7294728;0,759
38;1;11;1;3;indirect;uncrossed;1;8,4928776;0,759
38;1;12;1;5;direct;uncrossed;1;10,9326661;0,759
38;1;13;1;5;mixed;uncrossed;0;21,7977031;0,759
38;1;14;1;4;mixed;uncrossed;0;22,0352191;0,759
38;1;15;1;4;mixed;crossed;1;15,984913;0,759
38;1;16;1;5;direct;crossed;1;21,0678628;0,759
38;1;17;1;4;indirect;uncrossed;1;18,4902532;0,759
38;1;18;2;4;indirect;crossed;0;17,0184791;0,759
38;1;19;2;5;direct;uncrossed;1;17,4264041;0,759
38;1;20;2;5;mixed;crossed;1;20,6439108;0,759
38;1;21;2;5;direct;crossed;1;12,154716;0,759
38;1;22;2;4;indirect;uncrossed;1;14,8142904;0,759
38;1;23;2;3;indirect;uncrossed;1;12,3906152;0,759
38;1;24;2;4;direct;uncrossed;1;8,3903179;0,759
38;1;25;2;3;mixed;uncrossed;1;22,0858596;0,759
38;1;26;2;3;direct;crossed;1;5,8988479;0,759
38;1;27;2;4;mixed;uncrossed;1;13,6600488;0,759
38;1;28;2;5;indirect;crossed;0;21,7972958;0,759
38;1;29;2;3;indirect;crossed;1;5,7630476;0,759
38;1;30;2;5;mixed;uncrossed;0;21,1704373;0,759
38;1;31;2;4;direct;crossed;1;10,7613984;0,759
38;1;32;2;3;direct;uncrossed;1;8,7812175;0,759
38;1;33;2;4;mixed;crossed;0;14,0003595;0,759
38;1;34;2;5;indirect;crossed;0;17,5769242;0,759
38;1;35;2;3;mixed;crossed;1;19,9845346;0,759
38;1;36;2;5;indirect;uncrossed;1;21,4586271;0,759
38;1;37;3;5;mixed;crossed;0;22,679016;0,759
38;1;38;3;4;mixed;crossed;0;22,3577655;0,759
38;1;39;3;3;direct;crossed;1;6,8977921;0,759
38;1;40;3;5;direct;uncrossed;0;22,2383915;0,759
38;1;41;3;5;indirect;uncrossed;0;12,7973221;0,759
38;1;42;3;4;indirect;uncrossed;1;7,3210388;0,759
38;1;43;3;3;mixed;crossed;1;21,8483934;0,759
38;1;44;3;4;mixed;uncrossed;1;7,96633;0,759
38;1;45;3;3;mixed;uncrossed;1;6,2719396;0,759
38;1;46;3;3;indirect;crossed;1;10,4924299;0,759
38;1;47;3;5;mixed;uncrossed;1;9,3561581;0,759
38;1;48;3;5;indirect;crossed;0;21,8311371;0,759
38;1;49;3;4;indirect;crossed;0;17,9330666;0,759
38;1;50;3;3;indirect;uncrossed;1;3,7806823;0,759
38;1;51;3;4;direct;uncrossed;1;19,0348236;0,759
38;1;52;3;3;direct;uncrossed;1;5,5280351;0,759
38;1;53;3;5;direct;crossed;1;19,1859758;0,759
38;1;54;3;4;direct;crossed;1;8,6277469;0,759
38;2;1;1;5;direct;uncrossed;1;15,0693136;0,759
38;2;2;1;4;indirect;uncrossed;1;13,2892386;0,759
38;2;3;1;5;mixed;uncrossed;0;11,645162;0,759
38;2;4;1;3;mixed;uncrossed;1;7,509512;0,759
38;2;5;1;4;mixed;crossed;1;18,0514256;0,759
38;2;6;1;4;mixed;uncrossed;0;6,7792844;0,759
38;2;7;1;3;indirect;crossed;1;6,8144924;0,759
38;2;8;1;3;direct;crossed;1;11,528391;0,759
38;2;9;1;3;indirect;uncrossed;0;5,3387076;0,759
38;2;10;1;4;indirect;crossed;1;21,5594844;0,759
38;2;11;1;5;indirect;uncrossed;0;21,391002;0,759
38;2;12;1;4;direct;uncrossed;1;8,3735211;0,759
38;2;13;1;5;mixed;crossed;1;21,8847912;0,759
38;2;14;1;5;direct;crossed;1;14,3374558;0,759
38;2;15;1;3;direct;uncrossed;1;5,5938213;0,759
38;2;16;1;3;mixed;crossed;1;8,2219879;0,759
38;2;17;1;4;direct;crossed;1;17,5938582;0,759
38;2;18;2;5;indirect;uncrossed;1;21,0190426;0,759
38;2;19;2;4;indirect;uncrossed;1;8,0856134;0,759
38;2;20;2;5;indirect;crossed;1;21,4772158;0,759
38;2;21;2;4;indirect;crossed;1;19,1867902;0,759
38;2;22;2;5;mixed;crossed;0;18,8824535;0,759
38;2;23;2;5;indirect;crossed;0;21,5238669;0,759
38;2;24;2;5;direct;uncrossed;1;12,9676487;0,759
38;2;25;2;3;mixed;crossed;1;17,8657695;0,759
38;2;26;2;3;direct;uncrossed;0;9,6106564;0,759
38;2;27;2;4;mixed;uncrossed;1;9,2887409;0,759
38;2;28;2;5;direct;crossed;0;10,0020577;0,759
38;2;29;2;4;direct;crossed;1;13,3232346;0,759
38;2;30;2;3;mixed;uncrossed;1;13,3570654;0,759
38;2;31;2;5;mixed;uncrossed;0;20,5099186;0,759
38;2;32;2;4;direct;uncrossed;1;14,4243004;0,759
38;2;33;2;3;direct;crossed;1;6,2719276;0,759
38;2;34;2;3;indirect;crossed;1;10,865571;0,759
38;2;35;2;3;indirect;uncrossed;1;5,7992843;0,759
38;2;36;2;4;mixed;crossed;1;21,2042901;0,759
38;2;37;3;3;mixed;uncrossed;1;5,7457105;0,759
38;2;38;3;5;indirect;crossed;0;21,3063595;0,759
38;2;39;3;5;mixed;crossed;1;17,9498543;0,759
38;2;40;3;4;mixed;uncrossed;1;12,1378206;0,759
38;2;41;3;4;direct;uncrossed;0;11,0849441;0,759
38;2;42;3;3;indirect;uncrossed;1;16,3216307;0,759
38;2;43;3;4;direct;crossed;1;8,3397133;0,759
38;2;44;3;3;indirect;crossed;1;7,2724902;0,759
38;2;45;3;3;mixed;crossed;1;6,5770145;0,759
38;2;46;3;4;mixed;crossed;1;17,2208096;0,759
38;2;47;3;5;mixed;uncrossed;1;9,4925512;0,759
38;2;48;3;5;direct;uncrossed;0;17,7477005;0,759
38;2;49;3;4;indirect;uncrossed;1;12,6440555;0,759
38;2;50;3;3;direct;crossed;1;13,1200593;0,759
38;2;51;3;4;indirect;crossed;1;22,3397624;0,759
38;2;52;3;3;direct;uncrossed;1;4,9676237;0,759
38;2;53;3;5;direct;crossed;1;12,5435689;0,759
38;2;54;3;5;indirect;uncrossed;1;19,829009;0,759
39;1;1;1;3;indirect;uncrossed;1;11,8824897;0,407
39;1;2;1;3;direct;crossed;0;;0,407
39;1;3;1;3;indirect;crossed;0;6,1885769;0,407
39;1;4;1;4;direct;crossed;0;20,542082;0,407
39;1;5;1;5;direct;crossed;0;20,6104524;0,407
39;1;6;1;4;direct;uncrossed;1;17,9837862;0,407
39;1;7;1;3;mixed;crossed;0;;0,407
39;1;8;1;5;indirect;uncrossed;0;15,7979225;0,407
39;1;9;1;4;indirect;uncrossed;0;;0,407
39;1;10;1;5;mixed;uncrossed;0;16,205046;0,407
39;1;11;1;4;mixed;crossed;0;22,1537217;0,407
39;1;12;1;4;mixed;uncrossed;0;22,0350014;0,407
39;1;13;1;3;direct;uncrossed;1;10,4076774;0,407
39;1;14;1;5;mixed;crossed;0;;0,407
39;1;15;1;5;direct;uncrossed;0;12,7124705;0,407
39;1;16;1;3;mixed;uncrossed;1;8,7126953;0,407
39;1;17;1;4;indirect;crossed;0;16,0007726;0,407
39;1;18;2;4;mixed;crossed;0;16,4756065;0,407
39;1;19;2;3;direct;uncrossed;1;7,5090845;0,407
39;1;20;2;3;direct;crossed;1;11,050544;0,407
39;1;21;2;5;mixed;crossed;0;15,7468083;0,407
39;1;22;2;4;direct;crossed;0;21,6959891;0,407
39;1;23;2;5;indirect;crossed;0;13,0693399;0,407
39;1;24;2;4;direct;uncrossed;1;7,3394391;0,407
39;1;25;2;3;indirect;uncrossed;1;7,4097114;0,407
39;1;26;2;4;mixed;uncrossed;1;19,1695796;0,407
39;1;27;2;5;direct;crossed;0;14,6957707;0,407
39;1;28;2;5;mixed;uncrossed;1;10,5945282;0,407
39;1;29;2;5;direct;uncrossed;0;21,8653426;0,407
39;1;30;2;5;indirect;uncrossed;0;22,3230168;0,407
39;1;31;2;3;mixed;uncrossed;1;4,8656736;0,407
39;1;32;2;5;indirect;crossed;0;23,2550765;0,407
39;1;33;2;4;indirect;uncrossed;1;12,2209215;0,407
39;1;34;2;3;mixed;crossed;0;;0,407
39;1;35;2;4;indirect;crossed;0;15,644798;0,407
39;1;36;2;3;indirect;crossed;0;15,8998405;0,407
39;1;37;3;5;indirect;crossed;0;22,9159302;0,407
39;1;38;3;3;mixed;crossed;0;14,4077733;0,407
39;1;39;3;4;mixed;crossed;1;20,49215;0,407
39;1;40;3;3;direct;uncrossed;1;6,0173149;0,407
39;1;41;3;4;indirect;uncrossed;1;9,1871574;0,407
39;1;42;3;5;direct;uncrossed;0;17,3229726;0,407
39;1;43;3;3;indirect;uncrossed;1;8,6957993;0,407
39;1;44;3;5;direct;crossed;0;20,3401627;0,407
39;1;45;3;3;direct;crossed;1;11,8343607;0,407
39;1;46;3;4;direct;crossed;1;20,3552559;0,407
39;1;47;3;5;mixed;crossed;0;12,9327852;0,407
39;1;48;3;3;indirect;crossed;1;10,4774355;0,407
39;1;49;3;3;mixed;uncrossed;1;7,1870134;0,407
39;1;50;3;5;mixed;uncrossed;0;5,6449157;0,407
39;1;51;3;4;direct;uncrossed;1;10,4395675;0,407
39;1;52;3;4;mixed;uncrossed;0;13,3739912;0,407
39;1;53;3;4;indirect;crossed;1;6,1363142;0,407
39;1;54;3;5;indirect;uncrossed;0;12,0857824;0,407
40;1;1;1;4;mixed;crossed;0;;0,75
40;1;2;1;3;direct;crossed;0;8,3208718;0,75
40;1;3;1;3;mixed;uncrossed;1;5,5259608;0,75
40;1;4;1;3;indirect;crossed;0;9,8801808;0,75
40;1;5;1;4;direct;crossed;0;14,4076722;0,75
40;1;6;1;3;direct;uncrossed;1;8,0689998;0,75
40;1;7;1;5;direct;uncrossed;1;13,5078605;0,75
40;1;8;1;5;mixed;uncrossed;0;13,4753038;0,75
40;1;9;1;5;mixed;crossed;1;19,9665803;0,75
40;1;10;1;4;direct;uncrossed;1;8,5426949;0,75
40;1;11;1;3;mixed;crossed;1;11,4586268;0,75
40;1;12;1;4;indirect;crossed;0;11,6622549;0,75
40;1;13;1;4;indirect;uncrossed;0;9,8129363;0,75
40;1;14;1;4;mixed;uncrossed;1;13,4752467;0,75
40;1;15;1;5;direct;crossed;0;13,6952975;0,75
40;1;16;1;3;indirect;uncrossed;0;10,3225271;0,75
40;1;17;1;5;indirect;uncrossed;0;10,2545577;0,75
40;1;18;2;3;direct;uncrossed;1;11,761635;0,75
40;1;19;2;3;direct;crossed;1;12,7111059;0,75
40;1;20;2;3;mixed;crossed;1;13,9314854;0,75
40;1;21;2;4;indirect;crossed;0;15,288523;0,75
40;1;22;2;5;direct;uncrossed;1;11,5768414;0,75
40;1;23;2;5;indirect;crossed;1;16,0344961;0,75
40;1;24;2;4;mixed;uncrossed;1;8,6275497;0,75
40;1;25;2;4;indirect;uncrossed;1;10,0003243;0,75
40;1;26;2;5;direct;crossed;0;12,5445067;0,75
40;1;27;2;4;direct;uncrossed;0;9,5596063;0,75
40;1;28;2;5;mixed;crossed;1;12,7970586;0,75
40;1;29;2;5;mixed;uncrossed;1;7,9327904;0,75
40;1;30;2;3;indirect;crossed;1;14,0850736;0,75
40;1;31;2;5;indirect;uncrossed;1;18,3736722;0,75
40;1;32;2;4;direct;crossed;1;14,898506;0,75
40;1;33;2;5;indirect;crossed;0;11,2882892;0,75
40;1;34;2;3;indirect;uncrossed;1;9,1868661;0,75
40;1;35;2;3;mixed;uncrossed;1;9,4568051;0,75
40;1;36;2;4;mixed;crossed;1;13,9834888;0,75
40;1;37;3;3;mixed;crossed;1;11,6940139;0,75
40;1;38;3;3;indirect;crossed;1;8,2189237;0,75
40;1;39;3;4;mixed;crossed;0;13,8137173;0,75
40;1;40;3;3;indirect;uncrossed;1;8,0680807;0,75
40;1;41;3;5;mixed;crossed;0;13,3393215;0,75
40;1;42;3;3;direct;crossed;1;7,7445782;0,75
40;1;43;3;5;direct;crossed;0;17,1535981;0,75
40;1;44;3;5;indirect;crossed;0;12,2710025;0,75
40;1;45;3;4;direct;uncrossed;1;11,0691538;0,75
40;1;46;3;4;mixed;uncrossed;1;6,1515025;0,75
40;1;47;3;5;indirect;uncrossed;1;11,4410807;0,75
40;1;48;3;4;indirect;uncrossed;1;8,4754369;0,75
40;1;49;3;5;direct;uncrossed;1;15,254874;0,75
40;1;50;3;4;direct;crossed;1;16,7462685;0,75
40;1;51;3;5;mixed;uncrossed;1;12,220834;0,75
40;1;52;3;3;mixed;uncrossed;1;6,6953664;0,75
40;1;53;3;3;direct;uncrossed;1;6,5426907;0,75
40;1;54;3;4;indirect;crossed;0;17,2213253;0,75
40;2;1;1;5;mixed;uncrossed;1;8,0181543;0,75
40;2;2;1;5;mixed;crossed;1;9,8141268;0,75
40;2;3;1;4;mixed;uncrossed;1;9,6790596;0,75
40;2;4;1;3;mixed;crossed;0;8,8820598;0,75
40;2;5;1;3;direct;crossed;1;5,8632577;0,75
40;2;6;1;5;direct;crossed;1;12,6280946;0,75
40;2;7;1;3;indirect;uncrossed;1;10,8994226;0,75
40;2;8;1;4;direct;crossed;1;10,8659742;0,75
40;2;9;1;3;indirect;crossed;1;7,5599855;0,75
40;2;10;1;4;direct;uncrossed;1;8,0856309;0,75
40;2;11;1;3;mixed;uncrossed;1;7,8499774;0,75
40;2;12;1;3;direct;uncrossed;1;3,8313828;0,75
40;2;13;1;5;direct;uncrossed;1;10,03213;0,75
40;2;14;1;4;mixed;crossed;1;11,2547825;0,75
40;2;15;1;5;indirect;uncrossed;0;8,4078374;0,75
40;2;16;1;4;indirect;crossed;1;14,7480154;0,75
40;2;17;1;4;indirect;uncrossed;0;12,5958001;0,75
40;2;18;2;3;indirect;crossed;1;6,9486748;0,75
40;2;19;2;5;mixed;uncrossed;1;5,7644969;0,75
40;2;20;2;4;indirect;uncrossed;1;7,4077252;0,75
40;2;21;2;3;direct;uncrossed;1;5,9839775;0,75
40;2;22;2;5;direct;crossed;1;10,4921255;0,75
40;2;23;2;3;direct;crossed;1;5,9499329;0,75
40;2;24;2;5;indirect;uncrossed;0;10,3737062;0,75
40;2;25;2;5;indirect;crossed;1;13,0329192;0,75
40;2;26;2;5;indirect;crossed;0;16,6113097;0,75
40;2;27;2;5;direct;uncrossed;0;9,4926214;0,75
40;2;28;2;5;mixed;crossed;0;11,1364411;0,75
